GeneNames	Score
KCNMB4	8.20730649973352e-06
POP5	8.2063320715445e-06
BMPR1A	8.20473682453981e-06
MASTL	8.20390815899767e-06
H4C3	8.20369451653007e-06
PPIAL4H	8.20167862351252e-06
LINC00467	8.20024007648676e-06
DPP3	8.19883697995801e-06
HABP4	8.19733134890256e-06
CYP21A2	8.1960041591054e-06
ADGRB1	8.19591467778937e-06
GNMT	8.19529833172719e-06
IL20RB	8.1950589823019e-06
TUBB4B	8.19463444158597e-06
C1orf115	8.19404611134187e-06
DXO	8.19284561708446e-06
NDFIP1	8.1912723543604e-06
RPS23	8.1896008665197e-06
VEPH1	8.18914696592922e-06
WDR86	8.18829501988844e-06
SSPOP	8.1880315622433e-06
PDE1B	8.18793473123315e-06
YIPF1	8.18647487051571e-06
IER3	8.18501088086389e-06
SEC16A	8.18402040566366e-06
PDHB	8.18260077178307e-06
CPLANE2	8.18024848400763e-06
CD9	8.18006801022194e-06
LZTFL1	8.17999384924602e-06
ZNF35	8.17979582808791e-06
AMDHD1	8.17901798335276e-06
CNR1	8.17878874639997e-06
SLC15A3	8.17868613010829e-06
TOR1B	8.17861518676931e-06
HTR6	8.17742675162106e-06
DDX31	8.17607067840296e-06
EHMT1	8.17510337461718e-06
CD151	8.17358151869167e-06
NUCKS1	8.17345867388647e-06
C3orf18	8.17299678321466e-06
FBXO28	8.17221830941029e-06
SETDB1	8.17151480771737e-06
FKBP9	8.1709566966037e-06
TBCA	8.17027337165866e-06
ARHGEF10	8.16857538343716e-06
HEBP1	8.16846699853702e-06
TARS1	8.16775366673738e-06
KDM3B	8.16598968005053e-06
RPAP3	8.16339002836788e-06
CEP126	8.16329173299835e-06
LINC02980	8.16256671798783e-06
CZIB	8.16137905862043e-06
KRT79	8.15981592473132e-06
TKT	8.15742682454886e-06
SOAT1	8.15730314090542e-06
RPL14	8.15555458328504e-06
MTAP	8.15459184178847e-06
CREM	8.15365392535924e-06
RGS2	8.15212035123727e-06
SGIP1	8.15064975815605e-06
HRK	8.1505151184742e-06
EMB	8.14983709375375e-06
FAM149B1	8.14884593322829e-06
MSRB2	8.14868002759222e-06
TMEM9	8.14864043120347e-06
COMMD5	8.14843889010782e-06
ABL2	8.14320805061955e-06
KDELR2	8.14288279831542e-06
MAB21L3	8.14273130111102e-06
RUFY1	8.14234048492383e-06
ATM	8.14183061708071e-06
PTGS1	8.13995168562011e-06
LRRC43	8.13909632763676e-06
ARL11	8.13838982436202e-06
PIP4K2C	8.13697363196565e-06
FAM120B	8.13672056173771e-06
POLA2	8.13624955591781e-06
ZNF197	8.13608632183594e-06
MVB12B	8.13355389035046e-06
SEMA6C	8.13197708540112e-06
MROCKI	8.13113791150234e-06
UBE3B	8.13021747568131e-06
DRAM2	8.12905368679819e-06
ZKSCAN5	8.12879546327227e-06
RAVER2	8.12832166261945e-06
DHFR	8.12803011231145e-06
MYOM2	8.12700610950701e-06
MMP27	8.12698262729149e-06
LINC00339	8.12656885848364e-06
NOP16	8.1260482119895e-06
RPL22L1	8.1225952238719e-06
ZSCAN21	8.12236595052866e-06
ZNF354A	8.12234137658231e-06
NDUFS8	8.12224368335926e-06
NR1H3	8.12213877785075e-06
SCCPDH	8.12057945550662e-06
TUT4	8.12017801998586e-06
TBL2	8.11608338194928e-06
TMEM209	8.11442584049923e-06
COL23A1	8.11396273672861e-06
CPQ	8.11338101623985e-06
FUT11	8.11307685465011e-06
TAF2	8.11206382361472e-06
ABCB8	8.11205094997308e-06
TMEM223	8.11115587367299e-06
TAP1	8.11069599895309e-06
EXT1	8.11043343859294e-06
PSMG3	8.10971546046273e-06
GGPS1	8.10951146999306e-06
RCBTB1	8.10871994059662e-06
ACVR2B	8.10651917743441e-06
GNA12	8.10551763888345e-06
SNRPE	8.10438613244392e-06
SLC19A2	8.10287834967326e-06
COLGALT2	8.10127057930405e-06
EPDR1	8.10034830234401e-06
MOSPD3	8.09987334065254e-06
NTPCR	8.09815952896732e-06
CCR2	8.09793367230794e-06
HCG27	8.09627524952151e-06
AMY2B	8.09469802068488e-06
FAM3D	8.09311825652515e-06
GORAB	8.09303444421254e-06
LINC01772	8.09172406306123e-06
RPL12	8.09165333398879e-06
PSMD13	8.09164256444109e-06
IL6ST	8.09108360408615e-06
DYNC1LI1	8.08873676841457e-06
FRA10AC1	8.08785290342392e-06
CHRNA2	8.08729734935404e-06
ERCC8	8.08682379726914e-06
LINC01409	8.08614609365846e-06
RITA1	8.08573112555215e-06
MCL1	8.08504688323132e-06
CYP3A5	8.0845904778084e-06
HEG1	8.08072015596375e-06
BNIP1	8.08012683531708e-06
GPAT4	8.07848737627091e-06
TSPAN14	8.07731264392381e-06
RPS6KA4	8.07621968781177e-06
DNAH10	8.07553636132181e-06
GLMP	8.07493497119019e-06
DAGLB	8.07327748477766e-06
RGP1	8.07307478341016e-06
CCRL2	8.07176242639747e-06
AP4B1	8.06980489984943e-06
SLC37A2	8.06803967810515e-06
MYOF	8.06755291858248e-06
BZW2	8.0673133547202e-06
JARID2-DT	8.06570862900693e-06
PRR4	8.06564820920962e-06
ANAPC15	8.06514347207586e-06
PARP4	8.06326146165406e-06
NOS1AP	8.06322826309977e-06
TCTN2	8.06306107866517e-06
FARP1	8.06005525882588e-06
LSP1	8.05914015010994e-06
LINC01160	8.05897218253349e-06
ISCU	8.0558939048329e-06
WASF2	8.0557785223013e-06
NUP107	8.05444149649264e-06
ERV3-1	8.05305615946232e-06
GPR19	8.04931243743129e-06
RPH3A	8.0484354214769e-06
SERINC2	8.04822717489432e-06
AOPEP	8.04817904526168e-06
FHIP2B	8.04611103930886e-06
CCDC82	8.044929754635e-06
SAAL1	8.04471372106977e-06
EPB41L4B	8.04470540529672e-06
PGBD1	8.04431031914515e-06
TREM1	8.04425594509714e-06
ASAH1	8.04424389595801e-06
SLC48A1	8.0441768034689e-06
PPP6R3	8.04325376738345e-06
TTC12	8.04301529177573e-06
WDR55	8.04237086159667e-06
HBS1L	8.04187109081281e-06
PP2D1	8.04139356164907e-06
USP45	8.04036437365778e-06
BTG2-DT	8.0403340180447e-06
GIMAP1	8.03990300218092e-06
SENP5	8.03928850713174e-06
RBIS	8.03905748183716e-06
