GeneNames	Score
AZIN1	3.8909644576999e-05
B3GALNT2	3.8909644576999e-05
B3GALT6	3.8909644576999e-05
B3GAT1	3.8909644576999e-05
B3GAT3	3.8909644576999e-05
B3GNT5	3.8909644576999e-05
B4GALNT3	3.8909644576999e-05
B4GALNT4	3.8909644576999e-05
B4GALT4	3.8909644576999e-05
B4GALT7	3.8909644576999e-05
BAALC	3.8909644576999e-05
BAAT	3.8909644576999e-05
BACE1	3.8909644576999e-05
BAG3	3.8909644576999e-05
BAG4	3.8909644576999e-05
BAG6	3.8909644576999e-05
BAIAP2L1	3.8909644576999e-05
BAK1	3.8909644576999e-05
BANF1	3.8909644576999e-05
BASP1	3.8909644576999e-05
BATF3	3.8909644576999e-05
BBS1	3.8909644576999e-05
BBS9	3.8909644576999e-05
BBX	3.8909644576999e-05
BCAS2	3.8909644576999e-05
BCAT1	3.8909644576999e-05
BCKDHB	3.8909644576999e-05
BCL10	3.8909644576999e-05
BCL2L15	3.8909644576999e-05
BCL7A	3.8909644576999e-05
BCO2	3.8909644576999e-05
BDH1	3.8909644576999e-05
BDP1	3.8909644576999e-05
BEND7	3.8909644576999e-05
BEST1	3.8909644576999e-05
BET1L	3.8909644576999e-05
BICD1	3.8909644576999e-05
BICD2	3.8909644576999e-05
BICRAL	3.8909644576999e-05
BIN2	3.8909644576999e-05
BIN3	3.8909644576999e-05
BIRC3	3.8909644576999e-05
BIVM	3.8909644576999e-05
BLOC1S1	3.8909644576999e-05
BLOC1S2	3.8909644576999e-05
BLOC1S5	3.8909644576999e-05
BLTP3A	3.8909644576999e-05
BLTP3B	3.8909644576999e-05
BLVRA	3.8909644576999e-05
BLZF1	3.8909644576999e-05
BMAL1	3.8909644576999e-05
BMP1	3.8909644576999e-05
BMP6	3.8909644576999e-05
BMP8A	3.8909644576999e-05
BMPR1A	3.8909644576999e-05
BNC2	3.8909644576999e-05
BNIP1	3.8909644576999e-05
BNIPL	3.8909644576999e-05
BOLA1	3.8909644576999e-05
BORCS5	3.8909644576999e-05
BORCS7	3.8909644576999e-05
BRAT1	3.8909644576999e-05
BRD10	3.8909644576999e-05
BRD3	3.8909644576999e-05
BRI3	3.8909644576999e-05
BRK1	3.8909644576999e-05
BROX	3.8909644576999e-05
BRPF1	3.8909644576999e-05
BSPRY	3.8909644576999e-05
BTBD10	3.8909644576999e-05
BTBD9	3.8909644576999e-05
BTG2	3.8909644576999e-05
BTG2-DT	3.8909644576999e-05
BTN2A1	3.8909644576999e-05
BTN2A2	3.8909644576999e-05
BTN3A1	3.8909644576999e-05
BTN3A2	3.8909644576999e-05
BTNL3	3.8909644576999e-05
BTNL8	3.8909644576999e-05
BTNL9	3.8909644576999e-05
BUD13	3.8909644576999e-05
BUD23	3.8909644576999e-05
BYSL	3.8909644576999e-05
BZW2	3.8909644576999e-05
C10orf88	3.8909644576999e-05
C11orf21	3.8909644576999e-05
C11orf24	3.8909644576999e-05
C11orf54	3.8909644576999e-05
C11orf68	3.8909644576999e-05
C12orf43	3.8909644576999e-05
C12orf57	3.8909644576999e-05
C12orf60	3.8909644576999e-05
C13orf46	3.8909644576999e-05
C1GALT1	3.8909644576999e-05
C1orf115	3.8909644576999e-05
C1orf159	3.8909644576999e-05
C1orf174	3.8909644576999e-05
C1orf216	3.8909644576999e-05
C1orf220	3.8909644576999e-05
C1orf226	3.8909644576999e-05
C1orf74	3.8909644576999e-05
C1QA	3.8909644576999e-05
C1QL3	3.8909644576999e-05
C1QTNF4	3.8909644576999e-05
C1R	3.8909644576999e-05
C1RL	3.8909644576999e-05
C2	3.8909644576999e-05
C2CD2L	3.8909644576999e-05
C2CD5	3.8909644576999e-05
C3AR1	3.8909644576999e-05
C3orf18	3.8909644576999e-05
C3orf20	3.8909644576999e-05
C3orf38	3.8909644576999e-05
C3orf86P	3.8909644576999e-05
C4A	3.8909644576999e-05
C4B	3.8909644576999e-05
C4BPA	3.8909644576999e-05
C5	3.8909644576999e-05
C5orf22	3.8909644576999e-05
C5orf34	3.8909644576999e-05
C5orf58	3.8909644576999e-05
C5orf67	3.8909644576999e-05
C6orf120	3.8909644576999e-05
C6orf163	3.8909644576999e-05
C6orf62	3.8909644576999e-05
C7orf25	3.8909644576999e-05
C8B	3.8909644576999e-05
C8G	3.8909644576999e-05
C8orf58	3.8909644576999e-05
C9orf152	3.8909644576999e-05
C9orf40	3.8909644576999e-05
C9orf43	3.8909644576999e-05
C9orf72	3.8909644576999e-05
C9orf78	3.8909644576999e-05
CA13	3.8909644576999e-05
CA8	3.8909644576999e-05
CAB39L	3.8909644576999e-05
CACFD1	3.8909644576999e-05
CACHD1	3.8909644576999e-05
CACNA1E	3.8909644576999e-05
CACNB3	3.8909644576999e-05
CACUL1	3.8909644576999e-05
CACYBP	3.8909644576999e-05
CAHM	3.8909644576999e-05
CALHM2	3.8909644576999e-05
CALHM6	3.8909644576999e-05
CAMK1	3.8909644576999e-05
CAMK1D	3.8909644576999e-05
CAMLG	3.8909644576999e-05
CAMSAP1	3.8909644576999e-05
CAND2	3.8909644576999e-05
CAPN1	3.8909644576999e-05
CAPN11	3.8909644576999e-05
CAPN8	3.8909644576999e-05
CAPRIN1	3.8909644576999e-05
CAPRIN2	3.8909644576999e-05
CAPS2	3.8909644576999e-05
CARD11	3.8909644576999e-05
CARD16	3.8909644576999e-05
CARD17P	3.8909644576999e-05
CARD19	3.8909644576999e-05
CARD9	3.8909644576999e-05
CARMIL1	3.8909644576999e-05
CARS1	3.8909644576999e-05
CARS2	3.8909644576999e-05
CASP2	3.8909644576999e-05
CASP5	3.8909644576999e-05
CASP7	3.8909644576999e-05
CASP9	3.8909644576999e-05
CASQ1	3.8909644576999e-05
CAST	3.8909644576999e-05
CASTOR3P	3.8909644576999e-05
CAT	3.8909644576999e-05
CAV2	3.8909644576999e-05
CAVIN3	3.8909644576999e-05
CBLIF	3.8909644576999e-05
CC2D1B	3.8909644576999e-05
CC2D2B	3.8909644576999e-05
CCAR2	3.8909644576999e-05
CCDC107	3.8909644576999e-05
CCDC122	3.8909644576999e-05
CCDC125	3.8909644576999e-05
CCDC126	3.8909644576999e-05
CCDC127	3.8909644576999e-05
CCDC13	3.8909644576999e-05
CCDC136	3.8909644576999e-05
CCDC146	3.8909644576999e-05
CCDC15	3.8909644576999e-05
CCDC152	3.8909644576999e-05
CCDC163	3.8909644576999e-05
CCDC167	3.8909644576999e-05
CCDC170	3.8909644576999e-05
CCDC180	3.8909644576999e-05
CCDC183	3.8909644576999e-05
CCDC186	3.8909644576999e-05
CCDC24	3.8909644576999e-05
CCDC25	3.8909644576999e-05
CCDC28A	3.8909644576999e-05
CCDC3	3.8909644576999e-05
CCDC30	3.8909644576999e-05
CCDC50	3.8909644576999e-05
CCDC6	3.8909644576999e-05
CCDC66	3.8909644576999e-05
CCDC69	3.8909644576999e-05
CCDC7	3.8909644576999e-05
CCDC71	3.8909644576999e-05
CCDC77	3.8909644576999e-05
CCDC80	3.8909644576999e-05
CCDC81	3.8909644576999e-05
CCDC82	3.8909644576999e-05
CCDC88B	3.8909644576999e-05
CCDC92	3.8909644576999e-05
CCHCR1	3.8909644576999e-05
CCL24	3.8909644576999e-05
CCM2	3.8909644576999e-05
CCNA1	3.8909644576999e-05
CCNB1IP1	3.8909644576999e-05
CCNC	3.8909644576999e-05
CCND2	3.8909644576999e-05
CCNJL	3.8909644576999e-05
CCNL1	3.8909644576999e-05
CCNT1	3.8909644576999e-05
CCR1	3.8909644576999e-05
CCR2	3.8909644576999e-05
CCR3	3.8909644576999e-05
CCR5	3.8909644576999e-05
CCR6	3.8909644576999e-05
CCR9	3.8909644576999e-05
CCRL2	3.8909644576999e-05
CCS	3.8909644576999e-05
CCSAP	3.8909644576999e-05
CCSER2	3.8909644576999e-05
CCT3	3.8909644576999e-05
CCT5	3.8909644576999e-05
CCT6A	3.8909644576999e-05
CCZ1	3.8909644576999e-05
CCZ1B	3.8909644576999e-05
CD101	3.8909644576999e-05
CD109	3.8909644576999e-05
CD14	3.8909644576999e-05
CD151	3.8909644576999e-05
CD163	3.8909644576999e-05
CD164	3.8909644576999e-05
CD180	3.8909644576999e-05
CD1A	3.8909644576999e-05
CD1B	3.8909644576999e-05
CD1E	3.8909644576999e-05
CD244	3.8909644576999e-05
CD247	3.8909644576999e-05
CD274	3.8909644576999e-05
CD2AP	3.8909644576999e-05
CD36	3.8909644576999e-05
CD3E	3.8909644576999e-05
CD44	3.8909644576999e-05
CD47	3.8909644576999e-05
CD48	3.8909644576999e-05
CD52	3.8909644576999e-05
CD55	3.8909644576999e-05
CD59	3.8909644576999e-05
CD6	3.8909644576999e-05
CD63	3.8909644576999e-05
CD81	3.8909644576999e-05
CD83	3.8909644576999e-05
CD84	3.8909644576999e-05
CD86	3.8909644576999e-05
CD9	3.8909644576999e-05
CD96	3.8909644576999e-05
CDA	3.8909644576999e-05
CDC14A	3.8909644576999e-05
CDC16	3.8909644576999e-05
CDC26	3.8909644576999e-05
CDC37L1-DT	3.8909644576999e-05
CDC42	3.8909644576999e-05
CDC42BPA	3.8909644576999e-05
CDC42SE2	3.8909644576999e-05
CDC7	3.8909644576999e-05
CDCA7L	3.8909644576999e-05
CDCP1	3.8909644576999e-05
CDH23	3.8909644576999e-05
