GeneNames	Score
CCDC167	6.70015133085477e-06
GGACT	6.69914174152429e-06
UBAP1	6.6989994333673e-06
FRRS1	6.6989243534312e-06
PRR13	6.69868545370023e-06
CENPQ	6.69794332750033e-06
TP53INP1	6.69691058936857e-06
GRAMD1B	6.69688994562822e-06
IMMP2L	6.69683350832307e-06
HPS3	6.69677775991826e-06
NINJ2	6.69633729746663e-06
ADGRB1	6.69616360821842e-06
TPD52	6.69594448031581e-06
LRP6	6.69546802424388e-06
TLE1	6.69512931268192e-06
PNPLA2	6.69426903728668e-06
CEP97	6.6939682375973e-06
RPS23	6.69381334700957e-06
C12orf57	6.69313934744544e-06
LINC01003	6.69306918105892e-06
ALDH8A1	6.69245927596011e-06
ZNF322	6.69083247194776e-06
SUFU	6.69051937734372e-06
LINC02724	6.69015137443483e-06
STMP1	6.68961622882446e-06
CLEC1B	6.68905114601541e-06
SLC2A1-DT	6.68897164408989e-06
EPDR1	6.68873856624307e-06
IFT57	6.68861479896921e-06
PADI4	6.68798551844039e-06
TSPAN4	6.68797334436572e-06
HCAR2	6.68680693475572e-06
GABPB2	6.68611410472249e-06
VDAC2	6.68497152057546e-06
TARS1	6.68443311721486e-06
TPM3	6.68429902217464e-06
RHOG	6.68410598153632e-06
SLAMF1	6.68402893359235e-06
VPS26A	6.68382962966414e-06
CPA5	6.68362960418615e-06
IL6ST	6.6835654152039e-06
NUS1	6.68353212088274e-06
ANKRD34B	6.68309915581928e-06
MORN3	6.68307539601871e-06
NENF	6.68284914519392e-06
MRPS33	6.68207601300456e-06
NBPF3	6.67998407589972e-06
LINC02731	6.6797037046328e-06
NFIL3	6.67943888997054e-06
ARHGAP12	6.67835790270613e-06
ZKSCAN7	6.67762934162624e-06
PHKG1	6.67733446563239e-06
RUFY1	6.67723235263501e-06
TCP11L1	6.67706003817901e-06
FBXO28	6.67436923808731e-06
DNAJB12	6.67291874125741e-06
WDR5B	6.67274069327698e-06
TNNI3K	6.67270650148579e-06
LINC02980	6.67255405441639e-06
CAHM	6.67241458802223e-06
ERI1	6.67238994873301e-06
H1-6	6.67096005453808e-06
SNHG15	6.67037522027348e-06
P3H3	6.67015044977388e-06
CAPRIN1	6.66995589315783e-06
ZNF713	6.66969773842956e-06
ECI2	6.66917030112179e-06
HCG11	6.66839515008633e-06
TRAM1	6.66803887535508e-06
LRRN1	6.66778763624039e-06
CHCHD2	6.66772159801338e-06
SETDB1	6.66751993165918e-06
RAB6A	6.66748091933691e-06
NUP98	6.66664871517719e-06
UQCRB	6.6664341687252e-06
GAL	6.66622476897407e-06
TMEM223	6.66574449329762e-06
EBNA1BP2	6.66557409643429e-06
NUPR2	6.66552756327257e-06
TSPYL4	6.66512196411206e-06
CLEC12B	6.66494925702858e-06
TCEANC2	6.66480737820239e-06
PRPH2	6.66434442056452e-06
KCNMB4	6.66419327676195e-06
POLR2L	6.66414923488994e-06
USF1	6.66372506843469e-06
PRICKLE1	6.66362215942627e-06
GPR137B	6.66342834620428e-06
CLEC12A	6.66284532553735e-06
MYSM1	6.66231939780511e-06
GPR83	6.66209214405939e-06
LCN12	6.66086521784654e-06
INCENP	6.66068527568852e-06
MEGF9	6.6589419080072e-06
SLC22A16	6.65882176696553e-06
RBM6	6.65848619694343e-06
ERCC8	6.65805913492077e-06
ZYX	6.65799388403553e-06
SLAMF8	6.65785161200429e-06
MYO10	6.6573844304367e-06
RWDD3	6.65720765434385e-06
ANKS6	6.65605590923532e-06
ZNF169	6.65538022132499e-06
CRACR2A	6.65483361698748e-06
CLK4	6.65473693599236e-06
DUSP16	6.65418635685161e-06
ZNF79	6.6530848790495e-06
SPRN	6.65257423380548e-06
METTL18	6.65185694002624e-06
UBE3B	6.65135512370581e-06
AIP	6.65107100374943e-06
AMDHD1	6.65051654170624e-06
PRKAR2B	6.64994454749606e-06
AMY2B	6.64932763384033e-06
LTA	6.64905231396051e-06
CCDC7	6.64872573079062e-06
TMCO6	6.64799170721464e-06
NEIL2	6.64777675682679e-06
GIMAP2	6.64644805426362e-06
LINC02212	6.64592612782659e-06
MTAP	6.64539436358613e-06
ZNF438	6.64495733747962e-06
DHFR	6.64399872617135e-06
NUDT17	6.6433031721151e-06
CEP63	6.64320407453956e-06
DDX39B	6.64306594992976e-06
PER3	6.64305412917083e-06
PGBD1	6.64248127691877e-06
CDC42	6.64200395616679e-06
ME3	6.6417226158963e-06
C3orf18	6.6415884176983e-06
EHMT1	6.6415460904527e-06
NBL1	6.64147225662937e-06
UBE4A	6.64142407585431e-06
GATD1-DT	6.64113737381084e-06
ZNF502	6.64105589220004e-06
HLA-DPB1	6.64060597230433e-06
HOXA5	6.64015784857413e-06
C4B	6.63936288920739e-06
MPZL2	6.63910576661437e-06
NFX1	6.63818787493112e-06
YWHAZ	6.637672982027e-06
AMT	6.63744618275491e-06
NIPAL4	6.63682549706558e-06
LINC01342	6.63680769486296e-06
INTS8	6.63670499253136e-06
FAM131B	6.63619126296985e-06
H4C3	6.63606703817861e-06
SLC15A3	6.6353705674645e-06
TRBV11-2	6.63526348299433e-06
PKD2L1	6.63453039382136e-06
PSMD4	6.63386215948536e-06
AK5	6.63360574722896e-06
KIF27	6.63327063438797e-06
ZNF362	6.63211799879547e-06
GSDMD	6.63194843874689e-06
NUP160	6.631921773442e-06
RAB44	6.63132877804334e-06
TUBB4B	6.63126243460421e-06
ATP13A2	6.63119051376377e-06
CCR3	6.63109345383107e-06
FEN1	6.63087994398926e-06
ZNF35	6.63078434936467e-06
MED22	6.63014736161179e-06
FBXO10	6.62999383027702e-06
EDEM3	6.62986771140124e-06
CPLANE2	6.62956447961927e-06
SLC39A13	6.62956399762958e-06
GNA12	6.62951974793834e-06
FCRL1	6.62909570159393e-06
SLC12A2-DT	6.6289326693999e-06
BTN3A2	6.62857237910843e-06
PGAP2	6.62834237623108e-06
LINC01176	6.62822485107583e-06
PCGF5	6.62807243390813e-06
MAB21L3	6.62805161495385e-06
LINC00294	6.62796157492588e-06
FKBP11	6.62777736033026e-06
ATE1	6.62759036701098e-06
ANAPC13	6.62704609381594e-06
FRS2	6.62684979590936e-06
YTHDC2	6.62642118968292e-06
TPMT	6.62539442221856e-06
PCCA	6.62535760719521e-06
H2AC8	6.62522240671577e-06
PTPN12	6.62493955299526e-06
CCDC69	6.62462973193666e-06
LARP1	6.62424274571299e-06
SEMA3C	6.62353500403849e-06
PSMG4	6.62338977116438e-06
EXT2	6.62314181981688e-06
NOS1AP	6.62293381889711e-06
P2RX7	6.62247468723134e-06
H3C6	6.62232258923977e-06
ACCS	6.62216598621373e-06
ELAPOR1	6.62190791843257e-06
LINC02561	6.62182230096954e-06
COLQ	6.62169265564444e-06
SMCO4	6.62163975108541e-06
PSPH	6.62153233020491e-06
CCRL2	6.62142209504046e-06
HIVEP3	6.62129919609927e-06
RAB3IL1	6.61996481772083e-06
SPSB2	6.61990168171768e-06
VLDLR	6.61956801548406e-06
CPVL	6.61942825410833e-06
LDLRAP1	6.61855855446077e-06
CPQ	6.61792682343665e-06
SEMA6C	6.61791821287573e-06
CYB5R2	6.6175991601225e-06
IFITM2	6.61750560038732e-06
MON1A	6.61725265353483e-06
NINJ1	6.61688723157288e-06
MAK	6.61679279900167e-06
DDR2	6.61663477177296e-06
TRAPPC9	6.61622597018405e-06
RCC1	6.61521313139476e-06
GJB6	6.61484172639268e-06
LRRC43	6.61464118144038e-06
MROH6	6.61443881405659e-06
COMMD10	6.61417905673e-06
CEP104	6.61381621643969e-06
AP4B1	6.61322492029598e-06
EIF3B	6.61306546653783e-06
PPIL1	6.61262876030577e-06
GABBR1	6.61226884720562e-06
LINC00937	6.61209054450141e-06
VEPH1	6.6117207870413e-06
DXO	6.61145862180493e-06
CCDC152	6.61139670810826e-06
PPHLN1	6.61126238438454e-06
SF3A3	6.61124980733311e-06
RABEPK	6.61124536370241e-06
ZC2HC1A	6.61048223684545e-06
PSMB1	6.6104634932773e-06
ZCWPW1	6.61032537256816e-06
SLC6A6	6.60957122367657e-06
XCR1	6.60948898463988e-06
TMEM209	6.6092938680696e-06
LINC01772	6.6091787443514e-06
GM2A	6.60893970081338e-06
CLIC1	6.60892182345902e-06
NAALADL1	6.60869058940959e-06
SNRPE	6.60862808551523e-06
CCDC50	6.60859091829249e-06
KLRC1	6.60801614168743e-06
ASAH1	6.60746844812545e-06
CENATAC	6.60724812913725e-06
EPHB4	6.60723556262552e-06
BACE1	6.60716695395794e-06
MORN4	6.60712391022518e-06
RGP1	6.60685946418559e-06
POR	6.60660895064011e-06
A3GALT2	6.60595189930356e-06
CR1L	6.60569694194307e-06
COMMD5	6.60568031133206e-06
KCTD20	6.60496501386655e-06
FAM149B1	6.60467167862369e-06
LINC01187	6.60454965547196e-06
AQP10	6.60411658625588e-06
NXF1	6.60316845873443e-06
EFCAB2	6.60307871923837e-06
TTI2	6.6030050699871e-06
DOCK7	6.60258865538194e-06
MPZL3	6.60258034581001e-06
CD1A	6.60251269944936e-06
DYNC2I1	6.60249453783346e-06
LINC00339	6.60218607065935e-06
HORMAD1	6.60215821399871e-06
NOP16	6.60210370639182e-06
NDFIP1	6.60208420868607e-06
TIMM10B	6.60190557150105e-06
MAP3K11	6.60183971686667e-06
KCNMB1	6.60162665211635e-06
TSTD1	6.60146761567884e-06
SURF6	6.60101477288324e-06
ELF3	6.6008952593608e-06
PLPP3	6.59974872815776e-06
SOAT1	6.59949764286122e-06
DNAJB6	6.59942063330614e-06
TCF19	6.59926219235728e-06
CROCC	6.5986923571054e-06
CRACR2B	6.59858612881231e-06
ABL2	6.59846485082958e-06
OR6K3	6.59806340630528e-06
DYNLT1	6.59800654435807e-06
ALDH2	6.59734888728843e-06
GPR137	6.59729506699895e-06
HCG9	6.59697447163508e-06
SAP30L	6.5966567125309e-06
LINC02604	6.59641197339008e-06
RNASE2	6.59637546205291e-06
KDM1B	6.59549930351731e-06
EXT1	6.59549003753862e-06
RPSA	6.59544553142091e-06
DENND1A	6.59527337192644e-06
SGIP1	6.5952233062592e-06
HCG27	6.59498400335997e-06
POC5	6.59438327124916e-06
GPN3	6.59436297056443e-06
REPS1	6.59411850020991e-06
PDE6H	6.59403633873894e-06
MAN1A1	6.59380554504614e-06
ZDHHC20	6.59357356366969e-06
IER3	6.59279220043932e-06
ACAT1	6.59270042831777e-06
STN1	6.59259701373134e-06
PEBP1	6.59255689049376e-06
PPIP5K2	6.59228277711617e-06
RMND5B	6.5915459080599e-06
GPR37L1	6.59106055033113e-06
CHMP4C	6.59056356852477e-06
SH2D1B	6.59042308480618e-06
FADS3	6.59033482944171e-06
NBPF19	6.59017224100529e-06
SNX32	6.59012007538747e-06
SLC35D1	6.58958904356912e-06
FUT7	6.58922133202407e-06
AOPEP	6.58875903238746e-06
GXYLT1	6.58869927735504e-06
CTSW	6.58791602434816e-06
COL4A1	6.58776096445252e-06
HLA-DRB5	6.58763244204657e-06
ZNF696	6.58705419788457e-06
DEPDC7	6.58701412425378e-06
SYTL1	6.58700683491655e-06
TNFSF4	6.58688562463512e-06
LINC02723	6.58517747001042e-06
MS4A14	6.58465548620116e-06
IQCD	6.58453821888752e-06
ABCB8	6.58436981099486e-06
IP6K3	6.5840438102378e-06
RGS2	6.58387678342657e-06
PSPC1	6.58364827068813e-06
TRIM33	6.58353448281446e-06
ANK3	6.58298669648549e-06
SRA1	6.58138310965342e-06
RELT	6.58134443517561e-06
PSMD13	6.58095580547966e-06
PRG2	6.5802810665306e-06
ATG10	6.58012572536935e-06
SRPK2	6.57999589639683e-06
CC2D1B	6.5799786177599e-06
MST1R	6.57982202474288e-06
PDHB	6.57942062078714e-06
TRPV4	6.57825776648716e-06
RPP14	6.57789099339941e-06
OAT	6.5775679417037e-06
WRNIP1	6.57743638133881e-06
CLECL1P	6.57712166590784e-06
SNX16	6.57702095525779e-06
LPAR1	6.57635204404724e-06
ZNF354A	6.57602641762122e-06
STK24	6.57597662216878e-06
FCRL3	6.57542884394826e-06
